"Date","Snow Surface Temperature (deg. F)","Mean Snow Pack Temperature (deg. F)","6-ft Air Temperature Forcing (deg. F)","Observed Air Temperature (deg. F)","Observed Dew Point Temperature (deg. F)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-10-12 22:00:00",,,53.33,52.07,19.06,"2023-10-12","22","n"
"2023-10-12 23:00:00",,,55.31,54.03,17.22,"2023-10-12","23","n"
"2023-10-13 00:00:00",,,55.67,55.08,18.48,"2023-10-13","00","n"
"2023-10-13 01:00:00",,,53.87,55.63,20.23,"2023-10-13","01","n"
"2023-10-13 02:00:00",,,48.65,50.18,20.08,"2023-10-13","02","n"
"2023-10-13 03:00:00",,,44.69,45.27,19.67,"2023-10-13","03","n"
"2023-10-13 04:00:00",,,40.73,40.68,19.87,"2023-10-13","04","n"
"2023-10-13 05:00:00",,,39.47,39.97,20.01,"2023-10-13","05","n"
"2023-10-13 06:00:00",,,36.05,36.23,19.13,"2023-10-13","06","n"
"2023-10-13 07:00:00",,,34.25,34.18,18.95,"2023-10-13","07","n"
"2023-10-13 08:00:00",,,32.45,31.95,18.25,"2023-10-13","08","n"
"2023-10-13 09:00:00",,,31.19,31.33,18.05,"2023-10-13","09","n"
"2023-10-13 10:00:00",,,29.03,28.29,16.38,"2023-10-13","10","n"
"2023-10-13 11:00:00",,,28.85,28.04,16.70,"2023-10-13","11","n"
"2023-10-13 12:00:00",,,28.13,27.48,16.34,"2023-10-13","12","n"
"2023-10-13 13:00:00",,,27.23,26.67,15.48,"2023-10-13","13","n"
"2023-10-13 14:00:00",,,27.77,27.05,15.08,"2023-10-13","14","n"
"2023-10-13 15:00:00",,,28.13,26.60,,"2023-10-13","15","n"
"2023-10-13 16:00:00",,,38.39,,,"2023-10-13","16","n"
"2023-10-13 17:00:00",,,41.81,41.05,23.13,"2023-10-13","17","n"
"2023-10-13 18:00:00",,,45.95,44.87,25.14,"2023-10-13","18","n"
"2023-10-13 19:00:00",,,49.73,48.20,27.05,"2023-10-13","19","n"
"2023-10-13 20:00:00",,,56.75,,28.71,"2023-10-13","20","n"
"2023-10-13 21:00:00",,,61.25,,28.96,"2023-10-13","21","n"
"2023-10-13 22:00:00",,,60.53,58.24,30.42,"2023-10-13","22","n"
"2023-10-13 23:00:00",,,63.59,63.10,19.99,"2023-10-13","23","n"
"2023-10-14 00:00:00",,,61.97,61.38,18.66,"2023-10-14","00","n"
"2023-10-14 01:00:00",,,59.99,61.09,19.51,"2023-10-14","01","n"
"2023-10-14 02:00:00",,,56.21,57.78,18.95,"2023-10-14","02","n"
"2023-10-14 03:00:00",,,54.77,56.07,26.04,"2023-10-14","03","n"
"2023-10-14 04:00:00",,,52.25,53.42,27.09,"2023-10-14","04","n"
"2023-10-14 05:00:00",,,52.43,54.55,27.00,"2023-10-14","05","n"
"2023-10-14 06:00:00",,,50.81,53.17,25.59,"2023-10-14","06","n"
"2023-10-14 07:00:00",,,47.93,51.12,24.57,"2023-10-14","07","n"
"2023-10-14 08:00:00",,,44.15,45.45,22.46,"2023-10-14","08","n"
"2023-10-14 09:00:00",,,41.27,42.31,21.79,"2023-10-14","09","n"
"2023-10-14 10:00:00",,,38.93,39.81,21.54,"2023-10-14","10","n"
"2023-10-14 11:00:00",,,36.95,38.21,20.89,"2023-10-14","11","n"
"2023-10-14 12:00:00",,,34.43,34.88,19.94,"2023-10-14","12","n"
"2023-10-14 13:00:00",,,33.89,33.26,19.87,"2023-10-14","13","n"
"2023-10-14 14:00:00",,,33.89,33.06,20.21,"2023-10-14","14","n"
"2023-10-14 15:00:00",,,35.15,32.68,19.08,"2023-10-14","15","n"
"2023-10-14 16:00:00",,,41.81,40.37,22.14,"2023-10-14","16","n"
"2023-10-14 17:00:00",,,44.69,43.75,25.65,"2023-10-14","17","n"
"2023-10-14 18:00:00",,,51.35,48.78,29.93,"2023-10-14","18","n"
"2023-10-14 19:00:00",,,59.81,,,"2023-10-14","19","n"
"2023-10-14 20:00:00",,,63.05,,,"2023-10-14","20","n"
"2023-10-14 21:00:00",,,66.29,,30.38,"2023-10-14","21","n"
"2023-10-14 22:00:00",,,68.27,,30.81,"2023-10-14","22","n"
"2023-10-14 23:00:00",,,67.55,66.04,30.04,"2023-10-14","23","n"
"2023-10-15 00:00:00",,,67.37,67.03,29.23,"2023-10-15","00","n"
"2023-10-15 01:00:00",,,64.13,65.44,20.95,"2023-10-15","01","n"
"2023-10-15 02:00:00",,,58.55,60.22,19.89,"2023-10-15","02","n"
"2023-10-15 03:00:00",,,53.87,54.90,19.60,"2023-10-15","03","n"
"2023-10-15 04:00:00",,,50.81,51.40,20.34,"2023-10-15","04","n"
"2023-10-15 05:00:00",,,47.93,49.50,23.04,"2023-10-15","05","n"
"2023-10-15 06:00:00",,,45.05,46.40,23.81,"2023-10-15","06","n"
"2023-10-15 07:00:00",,,42.53,44.11,22.95,"2023-10-15","07","n"
"2023-10-15 08:00:00",,,40.55,41.05,22.19,"2023-10-15","08","n"
"2023-10-15 09:00:00",,,38.21,38.68,21.74,"2023-10-15","09","n"
"2023-10-15 10:00:00",,,34.79,36.05,21.00,"2023-10-15","10","n"
"2023-10-15 11:00:00",,,32.45,33.44,20.43,"2023-10-15","11","n"
"2023-10-15 12:00:00",,,30.47,31.60,19.74,"2023-10-15","12","n"
"2023-10-15 13:00:00",,,30.83,31.15,19.72,"2023-10-15","13","n"
"2023-10-15 14:00:00",,,29.03,30.11,19.33,"2023-10-15","14","n"
"2023-10-15 15:00:00",,,31.55,30.81,19.11,"2023-10-15","15","n"
"2023-10-15 16:00:00",,,41.45,,23.74,"2023-10-15","16","n"
"2023-10-15 17:00:00",,,47.21,46.65,30.85,"2023-10-15","17","n"
"2023-10-15 18:00:00",,,54.23,,33.12,"2023-10-15","18","n"
"2023-10-15 19:00:00",,,60.17,,35.33,"2023-10-15","19","n"
"2023-10-15 20:00:00",,,65.39,,34.95,"2023-10-15","20","n"
"2023-10-15 21:00:00",,,68.81,,35.06,"2023-10-15","21","n"
"2023-10-15 22:00:00",,,71.33,,35.11,"2023-10-15","22","n"
"2023-10-15 23:00:00",,,72.59,,,"2023-10-15","23","n"
"2023-10-16 00:00:00",,,70.61,69.98,32.22,"2023-10-16","00","n"
"2023-10-16 01:00:00",,,68.27,70.48,23.65,"2023-10-16","01","n"
"2023-10-16 02:00:00",,,62.33,64.62,24.82,"2023-10-16","02","n"
"2023-10-16 03:00:00",,,58.19,60.55,25.09,"2023-10-16","03","n"
"2023-10-16 04:00:00",,,54.41,56.55,24.89,"2023-10-16","04","n"
"2023-10-16 05:00:00",,,50.63,52.27,25.66,"2023-10-16","05","n"
"2023-10-16 06:00:00",,,47.75,49.14,25.66,"2023-10-16","06","n"
"2023-10-16 07:00:00",,,44.69,46.15,24.94,"2023-10-16","07","n"
"2023-10-16 08:00:00",,,41.99,44.13,24.91,"2023-10-16","08","n"
"2023-10-16 09:00:00",,,41.27,43.29,25.65,"2023-10-16","09","n"
"2023-10-16 10:00:00",,,38.21,40.68,25.23,"2023-10-16","10","n"
"2023-10-16 11:00:00",,,37.31,39.09,25.11,"2023-10-16","11","n"
"2023-10-16 12:00:00",,,37.31,38.03,24.08,"2023-10-16","12","n"
"2023-10-16 13:00:00",,,34.97,36.34,23.58,"2023-10-16","13","n"
"2023-10-16 14:00:00",,,33.35,34.61,22.82,"2023-10-16","14","n"
"2023-10-16 15:00:00",,,35.87,,22.91,"2023-10-16","15","n"
"2023-10-16 16:00:00",,,44.15,,29.01,"2023-10-16","16","n"
"2023-10-16 17:00:00",,,51.71,50.32,36.36,"2023-10-16","17","n"
"2023-10-16 18:00:00",,,60.71,,38.28,"2023-10-16","18","n"
"2023-10-16 19:00:00",,,66.65,,37.92,"2023-10-16","19","n"
"2023-10-16 20:00:00",,,71.51,,31.69,"2023-10-16","20","n"
"2023-10-16 21:00:00",,,74.57,,32.88,"2023-10-16","21","n"
"2023-10-16 22:00:00",,,72.77,70.99,33.67,"2023-10-16","22","n"
"2023-10-16 23:00:00",,,74.57,73.99,30.92,"2023-10-16","23","n"
"2023-10-17 00:00:00",,,72.23,71.91,29.30,"2023-10-17","00","n"
"2023-10-17 01:00:00",,,68.63,69.30,32.09,"2023-10-17","01","n"
"2023-10-17 02:00:00",,,65.57,67.14,27.07,"2023-10-17","02","n"
"2023-10-17 03:00:00",,,61.79,63.57,21.07,"2023-10-17","03","n"
"2023-10-17 04:00:00",,,58.73,59.86,26.26,"2023-10-17","04","n"
"2023-10-17 05:00:00",,,53.33,52.90,24.22,"2023-10-17","05","n"
"2023-10-17 06:00:00",,,50.45,50.52,22.10,"2023-10-17","06","n"
"2023-10-17 07:00:00",,,49.55,49.82,22.64,"2023-10-17","07","n"
"2023-10-17 08:00:00",,,45.41,45.27,21.97,"2023-10-17","08","n"
"2023-10-17 09:00:00",,,43.97,41.45,22.03,"2023-10-17","09","n"
"2023-10-17 10:00:00",,,39.11,39.40,21.74,"2023-10-17","10","n"
"2023-10-17 11:00:00",,,37.85,38.89,21.16,"2023-10-17","11","n"
"2023-10-17 12:00:00",,,38.03,,21.06,"2023-10-17","12","n"
"2023-10-17 13:00:00",,,34.79,34.92,21.11,"2023-10-17","13","n"
"2023-10-17 14:00:00",,,31.55,33.78,21.06,"2023-10-17","14","n"
"2023-10-17 15:00:00",,,37.13,,21.00,"2023-10-17","15","n"
"2023-10-17 16:00:00",,,47.39,,27.00,"2023-10-17","16","n"
"2023-10-17 17:00:00",,,51.71,49.91,31.35,"2023-10-17","17","n"
"2023-10-17 18:00:00",,,58.19,,33.71,"2023-10-17","18","n"
"2023-10-17 19:00:00",,,62.15,,32.38,"2023-10-17","19","n"
"2023-10-17 20:00:00",,,65.93,,29.32,"2023-10-17","20","n"
"2023-10-17 21:00:00",,,68.99,,,"2023-10-17","21","n"
"2023-10-17 22:00:00",,,70.97,,,"2023-10-17","22","n"
"2023-10-17 23:00:00",,,69.35,67.26,,"2023-10-17","23","n"
"2023-10-18 00:00:00",,,70.61,70.09,28.83,"2023-10-18","00","n"
"2023-10-18 01:00:00",,,67.91,70.02,24.22,"2023-10-18","01","n"
"2023-10-18 02:00:00",,,61.43,62.96,24.71,"2023-10-18","02","n"
"2023-10-18 03:00:00",,,55.31,55.92,25.12,"2023-10-18","03","n"
"2023-10-18 04:00:00",,,52.79,54.12,25.05,"2023-10-18","04","n"
"2023-10-18 05:00:00",,,50.81,52.63,24.24,"2023-10-18","05","n"
"2023-10-18 06:00:00",,,46.85,47.88,23.95,"2023-10-18","06","n"
"2023-10-18 07:00:00",,,42.89,42.49,22.95,"2023-10-18","07","n"
"2023-10-18 08:00:00",,,39.47,39.20,22.78,"2023-10-18","08","n"
"2023-10-18 09:00:00",,,38.03,38.30,22.89,"2023-10-18","09","n"
"2023-10-18 10:00:00",,,36.23,36.61,22.62,"2023-10-18","10","n"
"2023-10-18 11:00:00",,,32.45,,22.48,"2023-10-18","11","n"
"2023-10-18 12:00:00",,,33.35,34.32,22.50,"2023-10-18","12","n"
"2023-10-18 13:00:00",,,33.89,33.98,22.35,"2023-10-18","13","n"
"2023-10-18 14:00:00",,,31.73,31.42,20.59,"2023-10-18","14","n"
"2023-10-18 15:00:00",,,35.33,,20.12,"2023-10-18","15","n"
"2023-10-18 16:00:00",,,45.41,,24.06,"2023-10-18","16","n"
"2023-10-18 17:00:00",,,51.17,,31.57,"2023-10-18","17","n"
"2023-10-18 18:00:00",,,56.75,,33.84,"2023-10-18","18","n"
"2023-10-18 19:00:00",,,60.89,,33.28,"2023-10-18","19","n"
"2023-10-18 20:00:00",,,65.21,,31.86,"2023-10-18","20","n"
"2023-10-18 21:00:00",,,68.81,,33.01,"2023-10-18","21","n"
"2023-10-18 22:00:00",,,71.69,,,"2023-10-18","22","n"
"2023-10-18 23:00:00",,,72.41,,,"2023-10-18","23","n"
"2023-10-19 00:00:00",,,70.97,,,"2023-10-19","00","n"
"2023-10-19 01:00:00",,,67.01,67.55,32.65,"2023-10-19","01","n"
"2023-10-19 02:00:00",,,62.87,65.30,27.73,"2023-10-19","02","n"
"2023-10-19 03:00:00",,,58.55,60.93,26.06,"2023-10-19","03","n"
"2023-10-19 04:00:00",,,55.31,57.76,25.88,"2023-10-19","04","n"
"2023-10-19 05:00:00",,,50.81,53.29,26.15,"2023-10-19","05","n"
"2023-10-19 06:00:00",,,45.59,46.11,24.91,"2023-10-19","06","n"
"2023-10-19 07:00:00",,,42.53,43.02,24.57,"2023-10-19","07","n"
"2023-10-19 08:00:00",,,41.09,41.43,23.99,"2023-10-19","08","n"
"2023-10-19 09:00:00",,,39.83,40.37,23.67,"2023-10-19","09","n"
"2023-10-19 10:00:00",,,36.95,39.22,23.41,"2023-10-19","10","n"
"2023-10-19 11:00:00",,,34.43,35.47,22.66,"2023-10-19","11","n"
"2023-10-19 12:00:00",,,35.15,36.46,23.36,"2023-10-19","12","n"
"2023-10-19 13:00:00",,,33.89,32.77,21.52,"2023-10-19","13","n"
"2023-10-19 14:00:00",,,32.45,31.86,21.09,"2023-10-19","14","n"
"2023-10-19 15:00:00",,,34.79,,20.52,"2023-10-19","15","n"
"2023-10-19 16:00:00",,,45.41,,23.72,"2023-10-19","16","n"
"2023-10-19 17:00:00",,,50.27,49.60,31.89,"2023-10-19","17","n"
"2023-10-19 18:00:00",,,57.47,,35.24,"2023-10-19","18","n"
"2023-10-19 19:00:00",,,61.97,,,"2023-10-19","19","n"
"2023-10-19 20:00:00",,,66.29,,,"2023-10-19","20","n"
"2023-10-19 21:00:00",,,70.61,,,"2023-10-19","21","n"
"2023-10-19 22:00:00",,,73.67,,,"2023-10-19","22","n"
"2023-10-19 23:00:00",,,75.11,,,"2023-10-19","23","n"
"2023-10-20 00:00:00",,,74.21,,,"2023-10-20","00","n"
"2023-10-20 01:00:00",,,64.85,,,"2023-10-20","01","n"
"2023-10-20 02:00:00",,,59.63,,,"2023-10-20","02","n"
"2023-10-20 03:00:00",,,54.77,,,"2023-10-20","03","n"
"2023-10-20 04:00:00",,,50.63,,,"2023-10-20","04","n"
"2023-10-20 05:00:00",,,50.09,,,"2023-10-20","05","n"
"2023-10-20 06:00:00",,,46.49,,,"2023-10-20","06","n"
"2023-10-20 07:00:00",,,44.51,,,"2023-10-20","07","n"
"2023-10-20 08:00:00",,,42.17,,,"2023-10-20","08","n"
"2023-10-20 09:00:00",,,39.65,,,"2023-10-20","09","n"
"2023-10-20 10:00:00",,,35.33,,,"2023-10-20","10","n"
"2023-10-20 11:00:00",,,34.25,,,"2023-10-20","11","n"
"2023-10-20 12:00:00",,,35.51,,,"2023-10-20","12","n"
"2023-10-20 13:00:00",,,33.35,,,"2023-10-20","13","n"
"2023-10-20 14:00:00",,,32.99,,,"2023-10-20","14","n"
"2023-10-20 15:00:00",,,36.95,,,"2023-10-20","15","n"
"2023-10-20 16:00:00",,,43.97,,,"2023-10-20","16","n"
"2023-10-20 17:00:00",,,52.25,,,"2023-10-20","17","n"
"2023-10-20 18:00:00",,,59.09,,,"2023-10-20","18","n"
"2023-10-20 19:00:00",,,64.13,,,"2023-10-20","19","n"
"2023-10-20 20:00:00",,,68.81,,,"2023-10-20","20","n"
"2023-10-20 21:00:00",,,69.89,68.70,31.80,"2023-10-20","21","n"
"2023-10-20 22:00:00",,,71.69,71.13,33.24,"2023-10-20","22","n"
"2023-10-20 23:00:00",,,69.17,68.49,38.17,"2023-10-20","23","n"
"2023-10-21 00:00:00",,,69.53,69.55,34.77,"2023-10-21","00","n"
"2023-10-21 01:00:00",,,66.65,67.77,36.57,"2023-10-21","01","n"
"2023-10-21 02:00:00",,,63.41,65.05,38.23,"2023-10-21","02","n"
"2023-10-21 03:00:00",,,59.45,61.47,37.58,"2023-10-21","03","n"
"2023-10-21 04:00:00",,,55.67,56.98,35.17,"2023-10-21","04","n"
"2023-10-21 05:00:00",,,49.91,48.96,30.11,"2023-10-21","05","n"
"2023-10-21 06:00:00",,,47.57,47.05,29.01,"2023-10-21","06","n"
"2023-10-21 07:00:00",,,46.49,45.63,28.81,"2023-10-21","07","n"
"2023-10-21 08:00:00",,,45.59,44.62,28.33,"2023-10-21","08","n"
"2023-10-21 09:00:00",,,42.71,41.92,27.59,"2023-10-21","09","n"
"2023-10-21 10:00:00",,,41.45,41.52,27.70,"2023-10-21","10","n"
"2023-10-21 11:00:00",,,40.01,40.28,27.34,"2023-10-21","11","n"
"2023-10-21 12:00:00",,,38.93,39.45,27.14,"2023-10-21","12","n"
"2023-10-21 13:00:00",,,36.59,37.80,26.82,"2023-10-21","13","n"
"2023-10-21 14:00:00",,,34.25,33.64,22.64,"2023-10-21","14","n"
"2023-10-21 15:00:00",,,38.21,,22.28,"2023-10-21","15","n"
"2023-10-21 16:00:00",,,43.43,42.85,27.34,"2023-10-21","16","n"
"2023-10-21 17:00:00",,,48.83,50.18,36.25,"2023-10-21","17","n"
"2023-10-21 18:00:00",,,58.37,,40.96,"2023-10-21","18","n"
"2023-10-21 19:00:00",,,63.77,,34.90,"2023-10-21","19","n"
"2023-10-21 20:00:00",,,67.73,,36.81,"2023-10-21","20","n"
"2023-10-21 21:00:00",,,70.43,,,"2023-10-21","21","n"
"2023-10-21 22:00:00",,,70.07,68.67,,"2023-10-21","22","n"
"2023-10-21 23:00:00",,,72.05,72.07,20.71,"2023-10-21","23","n"
"2023-10-22 00:00:00",,,69.53,69.67,30.97,"2023-10-22","00","n"
"2023-10-22 01:00:00",,,64.85,65.61,40.08,"2023-10-22","01","n"
"2023-10-22 02:00:00",,,62.15,63.25,38.61,"2023-10-22","02","n"
"2023-10-22 03:00:00",,,59.27,60.78,33.62,"2023-10-22","03","n"
"2023-10-22 04:00:00",,,56.39,57.63,28.62,"2023-10-22","04","n"
"2023-10-22 05:00:00",,,51.71,51.62,25.63,"2023-10-22","05","n"
"2023-10-22 06:00:00",,,47.57,46.42,25.70,"2023-10-22","06","n"
"2023-10-22 07:00:00",,,46.13,44.96,25.30,"2023-10-22","07","n"
"2023-10-22 08:00:00",,,45.23,43.38,25.27,"2023-10-22","08","n"
"2023-10-22 09:00:00",,,45.59,43.90,25.09,"2023-10-22","09","n"
"2023-10-22 10:00:00",,,45.95,44.94,24.78,"2023-10-22","10","n"
"2023-10-22 11:00:00",,,44.51,44.60,24.94,"2023-10-22","11","n"
"2023-10-22 12:00:00",,,43.25,42.89,25.36,"2023-10-22","12","n"
"2023-10-22 13:00:00",,,42.35,42.01,24.15,"2023-10-22","13","n"
"2023-10-22 14:00:00",,,41.09,39.87,23.61,"2023-10-22","14","n"
"2023-10-22 15:00:00",,,42.71,,24.37,"2023-10-22","15","n"
"2023-10-22 16:00:00",,,46.31,45.36,26.92,"2023-10-22","16","n"
"2023-10-22 17:00:00",,,54.41,54.61,29.71,"2023-10-22","17","n"
"2023-10-22 18:00:00",,,57.29,55.78,31.60,"2023-10-22","18","n"
"2023-10-22 19:00:00",,,61.61,60.87,25.38,"2023-10-22","19","n"
"2023-10-22 20:00:00",,,62.69,62.35,26.65,"2023-10-22","20","n"
"2023-10-22 21:00:00",,,63.05,62.94,27.30,"2023-10-22","21","n"
"2023-10-22 22:00:00",,,62.51,61.86,29.30,"2023-10-22","22","n"
"2023-10-22 23:00:00",,,61.61,60.94,30.85,"2023-10-22","23","n"
"2023-10-23 00:00:00",,,59.63,59.59,31.05,"2023-10-23","00","n"
"2023-10-23 01:00:00",,,56.75,57.36,30.18,"2023-10-23","01","n"
"2023-10-23 02:00:00",,,53.33,53.55,24.80,"2023-10-23","02","n"
"2023-10-23 03:00:00",,,50.45,50.95,26.13,"2023-10-23","03","n"
"2023-10-23 04:00:00",,,49.01,50.67,27.14,"2023-10-23","04","n"
"2023-10-23 05:00:00",,,42.71,41.09,23.92,"2023-10-23","05","n"
"2023-10-23 06:00:00",,,41.81,41.23,24.62,"2023-10-23","06","n"
"2023-10-23 07:00:00",,,42.53,41.85,24.84,"2023-10-23","07","n"
"2023-10-23 08:00:00",,,42.71,42.24,25.39,"2023-10-23","08","n"
"2023-10-23 09:00:00",,,43.79,43.86,27.27,"2023-10-23","09","n"
"2023-10-23 10:00:00",,,42.35,42.10,28.17,"2023-10-23","10","n"
"2023-10-23 11:00:00",,,43.43,44.28,31.12,"2023-10-23","11","n"
"2023-10-23 12:00:00",,,43.97,45.19,31.32,"2023-10-23","12","n"
"2023-10-23 13:00:00",,,43.43,43.92,30.43,"2023-10-23","13","n"
"2023-10-23 14:00:00",,,43.07,43.43,29.57,"2023-10-23","14","n"
"2023-10-23 15:00:00",,,43.07,43.56,30.76,"2023-10-23","15","n"
"2023-10-23 16:00:00",,,45.41,45.25,33.22,"2023-10-23","16","n"
"2023-10-23 17:00:00",,,47.57,46.98,32.45,"2023-10-23","17","n"
"2023-10-23 18:00:00",,,50.09,49.21,30.51,"2023-10-23","18","n"
"2023-10-23 19:00:00",,,51.89,50.83,31.24,"2023-10-23","19","n"
"2023-10-23 20:00:00",,,53.87,52.86,32.97,"2023-10-23","20","n"
"2023-10-23 21:00:00",,,55.67,54.39,35.76,"2023-10-23","21","n"
"2023-10-23 22:00:00",,,57.65,56.68,35.55,"2023-10-23","22","n"
"2023-10-23 23:00:00",,,58.55,58.39,35.15,"2023-10-23","23","n"
"2023-10-24 00:00:00",,,58.01,58.64,30.51,"2023-10-24","00","n"
"2023-10-24 01:00:00",,,55.31,56.46,30.24,"2023-10-24","01","n"
"2023-10-24 02:00:00",,,51.53,52.79,32.97,"2023-10-24","02","n"
"2023-10-24 03:00:00",,,48.65,50.43,34.03,"2023-10-24","03","n"
"2023-10-24 04:00:00",,,45.77,47.25,33.13,"2023-10-24","04","n"
"2023-10-24 05:00:00",,,44.15,46.33,32.50,"2023-10-24","05","n"
"2023-10-24 06:00:00",,,39.65,40.21,28.72,"2023-10-24","06","n"
"2023-10-24 07:00:00",,,36.77,37.15,26.06,"2023-10-24","07","n"
"2023-10-24 08:00:00",,,34.79,34.72,29.17,"2023-10-24","08","n"
"2023-10-24 09:00:00",,,33.35,33.39,33.39,"2023-10-24","09","n"
"2023-10-24 10:00:00",,,31.55,31.59,22.15,"2023-10-24","10","n"
"2023-10-24 11:00:00",,,31.01,31.77,,"2023-10-24","11","n"
"2023-10-24 12:00:00",,,28.85,28.90,,"2023-10-24","12","n"
"2023-10-24 13:00:00",,,28.67,28.78,,"2023-10-24","13","n"
"2023-10-24 14:00:00",,,28.85,28.69,,"2023-10-24","14","n"
"2023-10-24 15:00:00",,,31.19,29.98,,"2023-10-24","15","n"
"2023-10-24 16:00:00",,,40.73,,,"2023-10-24","16","n"
"2023-10-24 17:00:00",,,44.15,43.43,,"2023-10-24","17","n"
"2023-10-24 18:00:00",,,48.29,,,"2023-10-24","18","n"
"2023-10-24 19:00:00",,,53.33,,,"2023-10-24","19","n"
"2023-10-24 20:00:00",,,56.21,,40.12,"2023-10-24","20","n"
"2023-10-24 21:00:00",,,60.35,,32.22,"2023-10-24","21","n"
"2023-10-24 22:00:00",,,62.15,,31.77,"2023-10-24","22","n"
"2023-10-24 23:00:00",,,63.41,,35.58,"2023-10-24","23","n"
"2023-10-25 00:00:00",,,60.71,59.41,,"2023-10-25","00","n"
"2023-10-25 01:00:00",,,58.91,59.45,,"2023-10-25","01","n"
"2023-10-25 02:00:00",,,55.85,56.77,,"2023-10-25","02","n"
"2023-10-25 03:00:00",,,53.51,55.11,,"2023-10-25","03","n"
"2023-10-25 04:00:00",,,51.89,53.89,,"2023-10-25","04","n"
"2023-10-25 05:00:00",,,50.63,52.48,,"2023-10-25","05","n"
"2023-10-25 06:00:00",,,47.03,47.97,29.16,"2023-10-25","06","n"
"2023-10-25 07:00:00",,,43.97,43.12,26.38,"2023-10-25","07","n"
"2023-10-25 08:00:00",,,42.71,41.18,24.21,"2023-10-25","08","n"
"2023-10-25 09:00:00",,,38.93,37.31,23.49,"2023-10-25","09","n"
"2023-10-25 10:00:00",,,37.31,35.19,22.44,"2023-10-25","10","n"
"2023-10-25 11:00:00",,,40.01,,21.36,"2023-10-25","11","n"
"2023-10-25 12:00:00",,,39.47,,21.16,"2023-10-25","12","n"
"2023-10-25 13:00:00",,,39.65,,21.18,"2023-10-25","13","n"
"2023-10-25 14:00:00",,,41.81,,20.88,"2023-10-25","14","n"
"2023-10-25 15:00:00",,,42.17,,20.95,"2023-10-25","15","n"
"2023-10-25 16:00:00",,,47.03,,22.69,"2023-10-25","16","n"
"2023-10-25 17:00:00",,,53.33,,23.58,"2023-10-25","17","n"
"2023-10-25 18:00:00",,,58.19,58.05,18.48,"2023-10-25","18","n"
"2023-10-25 19:00:00",,,59.27,57.94,21.88,"2023-10-25","19","n"
"2023-10-25 20:00:00",,,58.55,57.67,27.90,"2023-10-25","20","n"
"2023-10-25 21:00:00",,,59.99,59.97,31.15,"2023-10-25","21","n"
"2023-10-25 22:00:00",,,59.27,,,"2023-10-25","22","n"
"2023-10-25 23:00:00",,,57.11,,,"2023-10-25","23","n"
"2023-10-26 00:00:00",,,56.57,,,"2023-10-26","00","n"
"2023-10-26 01:00:00",,,52.61,,,"2023-10-26","01","n"
"2023-10-26 02:00:00",,,49.55,,,"2023-10-26","02","n"
"2023-10-26 03:00:00",,,50.63,,,"2023-10-26","03","n"
"2023-10-26 04:00:00",,,51.35,,,"2023-10-26","04","n"
"2023-10-26 05:00:00",,,50.81,,,"2023-10-26","05","n"
"2023-10-26 06:00:00",,,49.37,,,"2023-10-26","06","n"
"2023-10-26 07:00:00",,,48.47,,,"2023-10-26","07","n"
"2023-10-26 08:00:00",,,46.85,,,"2023-10-26","08","n"
"2023-10-26 09:00:00",,,44.87,,,"2023-10-26","09","n"
"2023-10-26 10:00:00",,,41.99,,,"2023-10-26","10","n"
"2023-10-26 11:00:00",,,40.73,,,"2023-10-26","11","n"
"2023-10-26 12:00:00",,,37.49,,,"2023-10-26","12","n"
"2023-10-26 13:00:00",,,34.97,,,"2023-10-26","13","n"
"2023-10-26 14:00:00",,,35.33,36.43,19.04,"2023-10-26","14","n"
"2023-10-26 15:00:00",,,33.17,31.48,18.14,"2023-10-26","15","n"
"2023-10-26 16:00:00",,,38.03,36.45,20.28,"2023-10-26","16","n"
"2023-10-26 17:00:00",,,42.35,42.06,21.22,"2023-10-26","17","n"
"2023-10-26 18:00:00",,,43.43,41.99,21.52,"2023-10-26","18","n"
"2023-10-26 19:00:00",,,44.51,43.65,21.13,"2023-10-26","19","n"
"2023-10-26 20:00:00",,,47.03,46.31,19.13,"2023-10-26","20","n"
"2023-10-26 21:00:00",,,49.91,50.09,16.77,"2023-10-26","21","n"
"2023-10-26 22:00:00",,,51.53,51.60,18.36,"2023-10-26","22","n"
"2023-10-26 23:00:00",,,52.43,52.70,17.29,"2023-10-26","23","n"
"2023-10-27 00:00:00",,,51.89,53.08,18.32,"2023-10-27","00","n"
"2023-10-27 01:00:00",,,48.29,50.00,19.17,"2023-10-27","01","n"
"2023-10-27 02:00:00",,,42.71,43.88,20.50,"2023-10-27","02","n"
"2023-10-27 03:00:00",,,38.39,38.14,20.34,"2023-10-27","03","n"
"2023-10-27 04:00:00",,,36.05,36.10,20.43,"2023-10-27","04","n"
"2023-10-27 05:00:00",,,33.71,33.62,19.71,"2023-10-27","05","n"
"2023-10-27 06:00:00",,,30.29,29.80,18.14,"2023-10-27","06","n"
"2023-10-27 07:00:00",,,28.67,27.77,17.11,"2023-10-27","07","n"
"2023-10-27 08:00:00",,,27.41,26.98,16.75,"2023-10-27","08","n"
"2023-10-27 09:00:00",,,25.61,24.22,14.77,"2023-10-27","09","n"
"2023-10-27 10:00:00",,,21.29,,12.83,"2023-10-27","10","n"
"2023-10-27 11:00:00",,,21.83,22.01,12.18,"2023-10-27","11","n"
"2023-10-27 12:00:00",,,22.37,21.54,11.70,"2023-10-27","12","n"
